,Booling,,lH~戈,,lHщH,,KD ユe,,MACD ユe,,Аuユe,
2105,1.83%,31,-590.76%,213,-387.30%,63,18.11%,48,-23.74%,16,16.39%,48
2106,-3.18%,31,-315.39%,161,-45.96%,11,2.88%,45,-19.49%,17,-3.41%,45
2107,58.46%,26,-11.17%,63,0.00%,0,52.62%,44,28.25%,16,10.03%,33
2108,165.99%,16,249.55%,211,-27.60%,9,95.31%,53,13.61%,19,23.58%,40
2109,63.83%,28,215.80%,83,0.00%,0,67.44%,46,-4.37%,13,58.52%,40
2114,8.71%,19,60.00%,69,0.00%,0,25.57%,50,-2.28%,15,14.71%,50
2115,-174.56%,42,-77.24%,54,-5.59%,1,15.83%,49,-43.97%,15,-3.14%,45
2201,15.65%,35,52.40%,150,-106.80%,38,97.61%,43,40.29%,18,27.93%,40
2204,172.68%,28,359.50%,96,815.81%,51,96.86%,45,-20.98%,16,44.41%,49
2206,-8.26%,20,-599.02%,264,-7.47%,3,20.79%,54,4.21%,19,74.79%,47
2207,-60.61%,30,3.61%,194,925.81%,38,142.51%,50,-58.09%,10,13.83%,36
2208,310.70%,24,220.23%,152,0.00%,0,368.42%,44,155.57%,20,92.04%,42
2227,40.56%,17,-139.36%,173,-365.67%,40,73.04%,53,-21.94%,13,17.69%,44
2228,-4.15%,24,1216.70%,169,38.88%,17,66.59%,51,-48.73%,16,-15.89%,37
2231,-18.79%,26,-73.42%,94,-234.16%,119,136.44%,47,-27.82%,14,9.02%,48
2233,69.76%,7,-174.26%,30,0.00%,3,3.44%,9,-15.24%,2,-19.64%,8
2236,-112.83%,33,-46.16%,71,39.94%,9,37.72%,43,-77.52%,16,-35.35%,44
2239,-388.65%,34,-300.49%,144,-466.73%,43,85.50%,41,-48.71%,17,-25.70%,39
2243,-194.86%,25,-126.44%,13,0.00%,0,-104.32%,40,-98.85%,13,14.93%,33
2301,104.62%,23,-36.92%,197,-206.35%,104,84.66%,48,18.99%,18,25.18%,50
2302,307.93%,27,111.87%,30,0.00%,0,136.19%,47,24.86%,15,21.93%,46
2303,44.66%,19,296.12%,191,-108.17%,96,66.78%,50,8.54%,17,53.22%,42
2305,154.41%,29,-237.48%,80,0.00%,0,111.73%,50,-12.92%,14,-17.53%,44
2308,26.34%,26,-275.49%,180,410.29%,147,34.38%,46,-44.75%,15,-12.88%,39
2312,83.12%,26,-16.73%,217,-7.49%,2,62.95%,46,-0.95%,15,11.01%,45
2313,148.54%,30,561.46%,177,521.46%,138,208.21%,53,-10.89%,11,68.50%,37
2314,126.10%,21,585.83%,128,20.27%,14,99.60%,50,-3.28%,14,47.67%,46
2316,-4.48%,25,312.97%,138,102.62%,2,193.00%,42,42.11%,15,44.13%,35
2317,-43.53%,20,798.24%,180,381.33%,152,53.62%,40,0.22%,17,11.13%,46
2321,377.73%,42,-91.69%,4,0.00%,0,107.06%,53,79.19%,16,29.30%,45
2323,107.37%,31,197.71%,127,87.72%,11,176.40%,50,29.92%,14,109.56%,43
2324,51.04%,24,-370.77%,187,105.56%,86,51.83%,53,6.25%,17,5.26%,50
2327,59.97%,20,702.28%,72,2195.63%,199,257.59%,50,108.93%,15,48.99%,34
2328,91.52%,23,128.09%,176,-109.84%,6,68.16%,49,6.11%,15,36.53%,49
2329,59.86%,27,227.48%,142,-35.92%,7,155.95%,48,52.70%,16,98.95%,42
2330,63.68%,19,260.40%,186,486.35%,138,96.95%,53,20.32%,17,52.38%,45
2331,133.75%,30,-273.97%,171,0.00%,0,101.27%,46,-12.77%,15,-21.13%,41
2332,93.66%,21,352.72%,161,0.00%,0,133.94%,46,23.33%,15,46.54%,44
2337,136.46%,22,6421.43%,186,2865.88%,125,357.03%,53,193.09%,15,73.12%,43
2338,227.54%,25,61.45%,107,-43.50%,6,214.72%,44,97.29%,14,50.93%,39
2340,41.04%,19,156.72%,165,-72.77%,15,185.92%,46,44.12%,18,24.77%,40
2342,-30.94%,20,229.31%,100,0.00%,0,639.25%,41,142.24%,16,304.24%,46
2344,37.68%,25,123.84%,148,562.04%,95,184.75%,44,48.60%,17,17.74%,39
2345,120.56%,16,2171.92%,203,560.02%,176,185.39%,54,100.52%,16,130.96%,45
2347,85.74%,30,-337.36%,228,110.27%,48,41.31%,46,12.14%,16,53.68%,49
2348,627.06%,24,591.16%,86,-44.15%,6,192.52%,41,95.49%,13,121.06%,39
2349,133.17%,30,147.57%,151,-50.03%,12,136.79%,47,-49.52%,15,59.33%,44
2351,203.41%,25,-30.66%,123,64.06%,82,174.34%,53,27.78%,16,-0.54%,41
2352,-54.45%,25,362.41%,138,-302.67%,57,38.16%,53,-1.26%,15,47.78%,47
2353,41.41%,19,-243.64%,166,-150.41%,47,156.13%,41,9.98%,18,9.92%,42
2354,-43.66%,27,-222.15%,131,-57.03%,44,13.71%,46,-29.79%,18,-4.38%,43
2355,-88.68%,30,-467.71%,183,-101.21%,16,77.41%,51,-13.19%,18,-54.50%,41
2356,135.06%,26,-379.93%,153,63.43%,98,49.00%,47,33.68%,21,22.09%,51
2357,99.25%,22,-390.10%,226,322.78%,94,53.46%,54,-38.13%,19,-13.80%,42
2358,210.36%,34,-219.39%,163,0.00%,0,88.40%,43,-4.63%,13,66.57%,43
2359,78.68%,17,47.38%,172,0.00%,2,118.49%,48,28.19%,16,65.10%,47
2360,204.33%,17,-271.25%,213,-55.55%,71,93.42%,53,54.06%,18,137.51%,49
2362,86.21%,30,-125.31%,173,-47.06%,2,76.46%,43,-0.71%,15,11.92%,44
2363,382.88%,22,539.38%,139,0.00%,0,170.63%,54,61.64%,17,72.65%,44
2364,-26.80%,36,0.00%,0,0.00%,0,120.07%,47,31.32%,16,102.96%,47
2365,98.12%,29,-133.12%,166,0.00%,0,95.56%,42,13.05%,19,23.98%,39
2367,-29.42%,19,199.29%,106,6.88%,26,198.65%,47,35.05%,16,66.37%,44
2368,207.24%,18,258.16%,131,792.17%,45,200.65%,45,67.57%,17,70.94%,42
2369,102.42%,22,146.25%,125,-39.07%,4,90.24%,44,15.55%,18,50.74%,49
2371,383.26%,33,-695.43%,153,13.30%,10,232.60%,44,-5.96%,18,-13.52%,43
2373,38.14%,21,509.48%,173,-43.01%,15,84.20%,47,10.70%,16,29.66%,43
2374,13.72%,23,69.82%,122,0.00%,2,76.32%,45,-35.05%,18,59.89%,44
2375,-83.95%,22,273.53%,110,0.00%,0,199.74%,49,12.36%,14,73.41%,45
2376,29.31%,25,1103.05%,144,141.47%,85,128.01%,49,75.94%,19,35.87%,43
2377,226.02%,28,271.02%,146,192.60%,157,149.62%,42,70.96%,16,5.87%,43
2379,116.98%,16,326.90%,199,825.15%,130,113.61%,53,66.00%,14,104.12%,47
2380,-64.06%,38,-151.25%,37,0.00%,0,42.09%,49,2.38%,19,-3.50%,41
2382,115.53%,26,-70.97%,160,551.27%,139,54.27%,51,20.03%,17,11.43%,38
2383,161.10%,22,218.48%,132,-319.73%,165,186.52%,51,63.65%,16,98.45%,47
2385,-3.63%,21,422.03%,166,157.01%,83,29.99%,53,4.37%,15,10.13%,44
2387,310.47%,25,23.77%,141,-18.12%,13,169.93%,47,17.45%,17,30.15%,39
2388,119.80%,19,1029.15%,144,-57.99%,4,220.23%,51,50.38%,15,111.93%,49
2390,74.92%,29,-284.86%,168,0.00%,0,112.91%,44,24.39%,17,32.75%,51
2392,-166.02%,25,434.29%,203,2.71%,9,163.59%,44,-46.86%,15,-11.91%,45
2393,-50.01%,28,51.10%,206,-21.73%,2,69.50%,44,-3.61%,17,-28.18%,42
2395,42.20%,20,-4.14%,230,259.31%,109,56.53%,47,15.54%,17,24.13%,45
2397,17.39%,25,710.58%,109,91.09%,4,87.28%,47,11.01%,14,-5.04%,42
2399,63.15%,22,563.54%,148,0.00%,0,128.42%,49,-24.29%,15,8.34%,43
2401,59.81%,22,166.11%,160,0.00%,2,62.94%,49,-10.01%,15,29.71%,44
2402,69.74%,23,-405.45%,203,-52.06%,2,84.40%,47,3.49%,18,31.20%,44
2404,135.41%,14,853.43%,157,270.11%,30,165.51%,50,42.49%,15,53.14%,44
2405,101.44%,26,328.10%,169,0.00%,0,69.64%,48,52.38%,18,173.41%,52
2406,202.98%,29,-825.02%,177,0.00%,0,198.97%,42,73.99%,16,6.87%,43
2408,-19.12%,24,150.22%,154,416.94%,155,131.67%,48,45.85%,15,28.55%,46
2409,65.07%,28,-518.35%,161,941.74%,106,69.44%,48,21.80%,17,3.02%,45
2412,24.56%,26,-1.16%,145,1.91%,127,13.19%,58,11.95%,13,17.98%,35
2413,149.24%,21,44.26%,116,0.00%,0,185.34%,50,23.39%,15,113.06%,43
2414,41.66%,13,63.78%,126,0.00%,1,48.85%,52,40.73%,14,57.92%,41
2415,96.24%,28,635.44%,109,0.00%,0,49.32%,49,-49.16%,14,17.79%,43
2417,170.84%,17,203.56%,177,0.00%,3,88.02%,45,80.08%,17,57.67%,53
2419,170.54%,22,76.02%,209,0.00%,0,123.48%,47,74.38%,17,16.15%,40
2420,73.74%,18,45.06%,210,0.00%,0,34.52%,54,10.66%,19,8.16%,46
2421,190.62%,15,86.54%,135,132.30%,27,172.18%,47,-1.74%,15,79.93%,45
2423,-14.06%,21,32.45%,127,0.00%,0,76.14%,51,3.04%,14,54.63%,45
2424,401.10%,36,-48.78%,5,0.00%,0,155.39%,42,33.77%,11,7.00%,35
2425,5.93%,29,-218.21%,157,0.00%,0,150.07%,46,-8.48%,16,1.70%,41
2426,121.45%,24,491.71%,196,-19.04%,1,126.88%,51,-10.78%,15,18.54%,42
2427,51.00%,26,248.18%,134,0.00%,0,104.69%,47,23.19%,17,73.75%,42
2428,164.15%,26,-30.89%,158,-4.75%,6,130.58%,45,29.59%,17,66.87%,54
2429,344.51%,19,389.30%,19,0.00%,0,136.60%,40,128.42%,11,296.74%,41
2430,-22.59%,29,-218.69%,95,0.00%,0,8.44%,44,-36.28%,15,-7.34%,43
2431,-183.88%,29,51.34%,151,0.00%,2,114.45%,45,-52.96%,15,3.42%,51
2433,45.77%,21,-8.90%,99,0.00%,0,37.32%,47,9.38%,12,14.88%,40
2434,49.56%,36,209.88%,31,0.00%,0,134.67%,51,-31.02%,13,94.65%,44
2436,103.16%,15,-340.74%,194,0.00%,2,74.95%,47,60.25%,20,121.98%,49
2438,73.72%,61,-29.76%,18,0.00%,0,40.11%,52,-54.61%,11,22.35%,43
2439,74.35%,31,-89.52%,130,51.28%,138,108.78%,45,56.33%,17,13.72%,42
2440,115.42%,26,5.53%,45,0.00%,0,143.30%,51,2.27%,17,19.69%,49
2441,-15.17%,11,-2.87%,111,-31.36%,29,73.53%,50,25.77%,14,11.11%,39
2442,19.44%,20,-293.62%,113,0.00%,6,126.60%,44,19.21%,15,7.74%,44
2443,-90.45%,25,-101.10%,33,0.00%,0,-37.64%,47,-64.70%,14,71.90%,44
2444,-87.96%,17,1040.44%,116,0.00%,2,168.71%,49,10.27%,13,-15.32%,43
2448,262.91%,17,1456.75%,131,612.17%,123,211.14%,48,58.97%,17,53.51%,42
2449,58.98%,21,-267.07%,161,34.46%,93,115.01%,50,-8.22%,15,62.28%,47
2450,-182.19%,24,-172.78%,150,0.00%,0,26.38%,44,-19.71%,18,8.77%,42
2451,-29.62%,28,-40.11%,98,-91.24%,56,16.90%,47,-21.99%,13,28.20%,46
2453,146.22%,20,-188.49%,111,0.00%,0,100.64%,50,64.27%,18,141.90%,53
2454,25.87%,22,86.32%,173,890.87%,225,113.22%,50,53.19%,14,66.29%,43
2455,114.33%,20,611.57%,139,444.78%,91,201.34%,41,40.71%,16,32.41%,45
2456,165.73%,26,393.53%,116,451.58%,105,172.10%,49,63.36%,15,37.71%,45
2457,76.13%,28,-48.28%,180,-17.00%,1,87.68%,47,-25.45%,16,73.59%,44
2458,154.65%,14,512.14%,225,176.09%,82,149.09%,53,81.08%,17,83.42%,41
2459,51.22%,24,116.80%,159,0.00%,0,40.09%,41,-2.28%,16,52.95%,41
2460,-38.17%,31,81.34%,64,0.00%,0,111.80%,49,13.09%,15,-5.05%,39
2461,-227.11%,26,-411.19%,155,0.00%,0,111.17%,49,15.14%,15,-8.91%,40
2462,-16.21%,23,191.59%,114,0.00%,0,88.30%,45,17.41%,15,84.55%,44
2464,66.17%,34,23.10%,176,-10.55%,10,45.12%,49,10.51%,12,29.26%,43
2465,40.96%,20,86.00%,43,0.00%,0,217.31%,49,-65.20%,18,210.90%,50
2466,43.68%,21,183.51%,154,0.00%,0,63.16%,46,-15.46%,16,13.29%,34
2467,97.79%,17,-211.48%,145,-20.18%,4,78.14%,49,62.24%,17,45.73%,45
2468,-16.86%,27,208.30%,64,0.00%,0,48.93%,51,39.58%,18,69.35%,37
2471,110.00%,29,62.63%,53,0.00%,0,88.57%,48,59.08%,17,-5.60%,44
2472,131.30%,22,-364.83%,140,27.26%,7,115.41%,50,-10.09%,16,44.36%,42
2474,-22.43%,19,-44.28%,164,-101.42%,220,118.84%,46,32.62%,15,-11.25%,38
2476,10.30%,31,-188.66%,97,0.00%,0,43.31%,46,-16.53%,17,-4.87%,39
2477,-20.90%,19,-157.03%,121,-2.59%,1,66.97%,48,-6.34%,16,70.33%,49
2478,214.46%,26,995.01%,127,-101.48%,8,294.72%,43,60.77%,13,44.61%,43
2480,105.44%,14,622.56%,194,2.61%,8,134.36%,52,30.69%,14,0.42%,37
2481,34.56%,15,178.49%,148,233.70%,60,249.60%,47,42.11%,18,-18.51%,37
2482,63.02%,34,23.94%,48,0.00%,0,50.87%,53,6.57%,15,21.48%,48
2483,56.43%,22,174.78%,69,-47.54%,10,38.90%,51,5.40%,14,42.24%,35
2484,147.79%,24,33.88%,185,0.00%,0,40.27%,54,6.04%,15,46.89%,50
2485,62.67%,23,119.49%,192,-37.89%,1,57.74%,46,-51.79%,16,0.66%,42
2486,118.48%,19,327.71%,150,0.00%,0,91.60%,44,-26.89%,19,0.15%,46
2488,-40.06%,24,-207.58%,151,26.60%,5,99.42%,45,-33.19%,16,15.80%,50
2489,-86.81%,32,-367.92%,184,0.00%,0,-8.77%,52,-63.38%,15,-67.60%,41
2491,226.42%,29,21.79%,13,0.00%,0,135.89%,46,13.29%,15,118.82%,45
2492,209.90%,15,422.79%,99,2348.99%,141,304.95%,50,94.13%,17,24.62%,39
2493,84.64%,26,-105.93%,155,0.00%,0,83.95%,45,4.11%,14,-4.67%,38
2495,-21.69%,30,-321.71%,146,0.00%,0,41.65%,50,-0.51%,15,2.14%,41
2496,-19.50%,30,-177.92%,22,0.00%,0,99.46%,45,-10.45%,12,-31.22%,44
2497,-226.21%,22,-743.50%,170,0.00%,0,66.93%,50,-54.75%,13,51.37%,47
2498,98.00%,24,-181.06%,144,-0.70%,12,70.26%,44,25.06%,17,7.09%,47
2499,97.31%,25,-507.78%,175,0.00%,0,50.11%,43,-58.02%,16,7.42%,40
2501,62.83%,23,-126.90%,200,11.54%,26,85.90%,46,17.70%,14,1.78%,41
2504,82.41%,20,94.25%,160,0.00%,5,96.02%,52,0.69%,15,40.74%,45
2505,230.25%,20,353.00%,133,0.00%,0,130.15%,50,38.27%,18,43.21%,37
2506,-16.46%,29,-41.93%,64,0.00%,0,30.94%,55,-11.47%,15,9.98%,33
2509,69.86%,27,-64.81%,72,1.86%,1,83.37%,48,28.05%,16,43.24%,45
2511,32.99%,25,89.28%,195,5.73%,2,50.99%,49,11.38%,17,11.69%,34
2514,19.39%,26,-53.47%,157,-12.34%,1,25.72%,47,0.60%,18,26.86%,44
2515,52.00%,22,164.58%,193,0.00%,2,79.14%,44,36.56%,16,44.32%,46
2516,-51.66%,28,26.05%,92,0.00%,0,47.51%,45,-26.66%,19,-35.14%,36
2520,99.44%,27,684.38%,164,32.27%,41,155.25%,49,25.93%,15,-16.86%,44
2524,94.07%,29,188.46%,101,0.00%,0,78.37%,44,26.50%,15,50.79%,46
2527,63.04%,25,-1.30%,134,3.25%,1,92.99%,48,-3.44%,19,-8.84%,38
2528,-50.79%,25,-41.56%,56,0.00%,0,175.78%,51,85.30%,12,65.69%,42
2530,30.82%,15,349.40%,113,0.00%,0,26.54%,52,23.66%,19,56.53%,46
2534,-118.67%,23,-208.52%,163,3.42%,1,72.10%,51,-14.54%,12,36.86%,47
2535,-28.33%,17,-244.61%,132,146.53%,11,77.38%,45,18.39%,15,-2.43%,36
2536,61.00%,27,20.93%,67,-35.69%,8,66.32%,51,33.14%,19,32.03%,42
2537,103.88%,19,38.17%,121,0.00%,0,90.68%,47,-14.10%,16,-3.85%,40
2538,76.70%,24,104.01%,191,0.00%,0,28.10%,52,6.69%,15,39.14%,40
2539,10.96%,11,44.80%,82,0.00%,0,40.42%,47,12.22%,14,34.98%,52
2540,122.64%,26,128.87%,26,0.00%,0,57.70%,50,43.94%,14,6.01%,41
2542,-46.64%,25,-231.66%,133,-89.80%,27,35.80%,51,1.30%,16,11.16%,47
2543,-62.31%,40,-1.13%,18,0.00%,0,-28.80%,53,-11.90%,15,61.63%,65
2545,82.57%,24,-84.58%,125,0.00%,0,75.18%,46,2.60%,16,1.65%,36
2546,50.23%,11,99.11%,141,0.00%,0,86.91%,51,25.61%,15,22.81%,40
2547,-66.54%,30,573.47%,233,0.00%,0,50.87%,50,-15.52%,15,22.83%,43
2548,40.39%,14,151.74%,181,-18.18%,69,82.21%,49,24.83%,17,39.57%,43
2597,35.22%,20,339.53%,97,0.00%,0,87.60%,45,21.82%,17,32.66%,45
2601,174.74%,22,659.95%,151,0.00%,0,104.50%,47,47.49%,15,23.22%,46
2603,73.73%,22,-327.80%,187,155.58%,113,86.03%,46,30.68%,18,11.83%,38
2605,43.73%,25,-141.55%,182,-44.54%,7,85.65%,46,52.85%,16,-22.55%,33
2606,33.62%,28,160.45%,185,-327.43%,65,130.20%,49,30.99%,18,4.38%,41
2607,55.90%,20,72.54%,237,4.97%,2,50.48%,42,17.48%,18,43.29%,39
2608,-33.60%,31,-948.10%,295,21.29%,4,28.93%,50,30.85%,16,22.11%,50
2609,-84.30%,21,223.33%,180,282.97%,14,82.25%,45,82.06%,16,148.52%,40
2610,3.13%,32,-719.00%,187,-329.22%,74,58.55%,48,49.70%,17,24.16%,48
2611,-7.58%,31,-22.53%,31,0.00%,0,51.92%,48,-7.64%,16,-3.06%,39
2612,-109.37%,24,-693.66%,145,-237.44%,23,99.35%,48,-26.25%,20,-8.37%,43
2613,72.02%,31,-68.21%,58,0.00%,0,63.77%,53,13.36%,12,-7.91%,43
2614,152.65%,30,-223.17%,148,-1.40%,1,114.45%,47,36.85%,14,41.77%,44
2615,24.17%,23,1190.20%,192,-167.17%,48,82.54%,42,3.03%,18,30.00%,43
2616,35.04%,21,-166.77%,155,0.00%,0,22.29%,46,6.29%,17,17.26%,39
2617,-5.45%,19,-321.70%,185,-43.38%,3,105.50%,48,12.00%,17,18.74%,45
2618,-3.32%,27,-597.25%,189,-359.72%,92,31.58%,52,-17.11%,15,14.53%,42
2630,-4.57%,20,-141.28%,15,0.00%,0,48.93%,30,-49.84%,11,-32.42%,27
2633,-19.21%,18,2958.10%,351,799.70%,126,75.40%,51,-11.72%,14,48.45%,38
2634,-32.09%,27,-60.31%,115,185.23%,42,33.57%,52,-29.06%,16,-19.85%,41
2636,32.68%,20,351.24%,158,-28.20%,5,62.89%,50,30.62%,15,2.89%,46
2637,-52.85%,21,-449.14%,197,-26.84%,13,58.79%,45,-2.10%,18,4.87%,42
2642,-25.17%,22,136.11%,77,-1.27%,3,44.98%,49,34.34%,16,84.12%,48
2701,-7.93%,26,-37.85%,37,0.00%,0,28.47%,47,-10.21%,15,7.30%,35
2702,36.36%,29,172.68%,84,0.00%,0,236.29%,45,-19.44%,15,-61.57%,41
2704,41.61%,32,275.57%,149,0.00%,0,67.82%,48,0.46%,15,-20.49%,40
2705,-31.56%,38,-239.03%,150,0.00%,0,47.51%,44,-3.05%,15,70.76%,46
2706,-20.00%,32,-17.84%,92,0.00%,0,33.42%,48,-12.12%,17,-0.16%,34
2707,-9.15%,31,209.05%,118,7.15%,16,33.84%,45,-20.91%,13,-12.50%,34
2712,164.21%,11,128.70%,16,0.00%,0,47.98%,41,38.57%,12,104.31%,44
2722,-12.31%,36,-61.41%,11,0.00%,0,22.11%,42,-31.13%,9,-22.89%,39
2723,-92.24%,38,53.66%,107,-39.43%,58,27.33%,49,-17.88%,14,38.14%,46
2727,-320.12%,33,493.35%,160,23.82%,4,31.38%,47,-53.30%,15,-45.15%,43
2731,-10.16%,26,-288.13%,102,-111.31%,29,87.70%,44,-49.28%,15,-27.30%,48
2739,-20.24%,30,-185.68%,138,0.00%,0,35.31%,46,5.32%,14,-30.84%,36
2748,-136.76%,32,-204.02%,99,-100.86%,42,74.88%,44,-14.11%,16,-32.00%,41
2801,59.77%,23,-4.74%,168,-723.12%,88,54.42%,51,24.70%,18,27.21%,40
2809,14.07%,19,-5.05%,132,-205.84%,38,76.12%,51,17.68%,13,29.05%,46
2812,26.55%,8,-236.98%,238,-30.81%,29,43.72%,52,19.28%,17,30.88%,33
2816,93.55%,21,-86.51%,179,0.00%,0,82.53%,43,9.93%,18,55.74%,45
2820,21.91%,19,211.70%,167,6.78%,5,19.26%,48,15.58%,15,13.98%,33
2823,27.90%,24,-170.98%,116,-1404.54%,87,55.54%,49,-3.11%,15,-22.89%,40
2832,-0.13%,17,-49.44%,116,0.00%,1,19.18%,55,-8.16%,15,14.55%,42
2834,16.42%,16,248.57%,152,-496.37%,56,59.71%,51,-10.53%,15,10.41%,35
2836,51.97%,18,-312.14%,277,0.00%,0,32.85%,46,12.64%,18,25.65%,44
2838,47.62%,19,21.60%,198,96.65%,11,44.22%,51,17.05%,16,6.83%,31
2841,-2.35%,33,176.74%,181,0.00%,0,36.84%,50,-24.15%,17,-12.29%,42
2845,22.68%,16,205.78%,215,-96.78%,48,50.85%,54,-16.23%,13,20.19%,35
2849,43.55%,21,-41.03%,79,0.00%,0,54.15%,57,21.56%,19,19.62%,38
